temperature_min;temperature_max;wind_mean;wind_direction;gust_max;phenomenon;pressure_min;pressure_max;humidity_mean;uv_index_mean;moon;moon_direction;date;areal;city;fish;prob_min;prob_max
9,8,9,8,11,11,10,8,8;18,17,17,15,17,14,16,11,13;3,3,3,4,4,3,5,6,4;ЮВ,ЮВ,ЮВ,ЮВ,Ю,Ю,ЮВ,ЮВ,ЮВ;8,8,9,10,12,11,14,16,15;ясно,ясно,пасмурно,ясно,ясно,пасмурно.небольшой дождь,ясно,ясно,пасмурно.небольшой дождь;752,753,754,751,746,746,747,747,746;752,754,755,755,750,746,750,750,751;61,73,73,77,59,79,73,76,80;3,2,2,2,2,1,2,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Московская область;Сергиев Посад;налим;29,29,32,32,32,32,32,35,40;29,29,32,32,32,32,32,35,40
8,9,8,11,11,10,8,8,6;17,17,15,17,14,16,11,13,8;3,3,4,4,3,5,6,4,2;ЮВ,ЮВ,ЮВ,Ю,Ю,ЮВ,ЮВ,ЮВ,Ю;8,9,10,12,11,14,16,15,8;ясно,пасмурно,ясно,ясно,пасмурно.небольшой дождь,ясно,ясно,пасмурно.небольшой дождь,пасмурно.небольшой дождь;753,754,751,746,746,747,747,746,752;754,755,755,750,746,750,750,751,754;73,73,77,59,79,73,76,80,76;2,2,2,2,1,2,1,1,0;98,94,89,82,74,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Московская область;Сергиев Посад;налим;29,32,32,32,32,32,35,40,40;29,32,32,32,32,32,35,40,40
9,8,9,8,11,11,10,8,8;18,17,17,15,17,14,16,11,13;3,3,3,4,4,3,5,6,4;ЮВ,ЮВ,ЮВ,ЮВ,Ю,Ю,ЮВ,ЮВ,ЮВ;8,8,9,10,12,11,14,16,15;ясно,ясно,пасмурно,ясно,ясно,пасмурно.небольшой дождь,ясно,ясно,пасмурно.небольшой дождь;752,753,754,751,746,746,747,747,746;752,754,755,755,750,746,750,750,751;61,73,73,77,59,79,73,76,80;3,2,2,2,2,1,2,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Московская область;Сергиев Посад;густера;23,23,26,26,26,24,24,24,24;23,23,26,26,26,24,24,24,24
8,9,8,11,11,10,8,8,6;17,17,15,17,14,16,11,13,8;3,3,4,4,3,5,6,4,2;ЮВ,ЮВ,ЮВ,Ю,Ю,ЮВ,ЮВ,ЮВ,Ю;8,9,10,12,11,14,16,15,8;ясно,пасмурно,ясно,ясно,пасмурно.небольшой дождь,ясно,ясно,пасмурно.небольшой дождь,пасмурно.небольшой дождь;753,754,751,746,746,747,747,746,752;754,755,755,750,746,750,750,751,754;73,73,77,59,79,73,76,80,76;2,2,2,2,1,2,1,1,0;98,94,89,82,74,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Московская область;Сергиев Посад;густера;23,26,26,26,24,24,24,24,24;23,26,26,26,24,24,24,24,24
9,8,9,8,11,11,10,8,8;18,17,17,15,17,14,16,11,13;3,3,3,4,4,3,5,6,4;ЮВ,ЮВ,ЮВ,ЮВ,Ю,Ю,ЮВ,ЮВ,ЮВ;8,8,9,10,12,11,14,16,15;ясно,ясно,пасмурно,ясно,ясно,пасмурно.небольшой дождь,ясно,ясно,пасмурно.небольшой дождь;752,753,754,751,746,746,747,747,746;752,754,755,755,750,746,750,750,751;61,73,73,77,59,79,73,76,80;3,2,2,2,2,1,2,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Московская область;Сергиев Посад;амур;23,23,26,26,26,24,24,24,24;23,23,26,26,26,24,24,24,24
8,9,8,11,11,10,8,8,6;17,17,15,17,14,16,11,13,8;3,3,4,4,3,5,6,4,2;ЮВ,ЮВ,ЮВ,Ю,Ю,ЮВ,ЮВ,ЮВ,Ю;8,9,10,12,11,14,16,15,8;ясно,пасмурно,ясно,ясно,пасмурно.небольшой дождь,ясно,ясно,пасмурно.небольшой дождь,пасмурно.небольшой дождь;753,754,751,746,746,747,747,746,752;754,755,755,750,746,750,750,751,754;73,73,77,59,79,73,76,80,76;2,2,2,2,1,2,1,1,0;98,94,89,82,74,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Московская область;Сергиев Посад;амур;23,26,26,26,24,24,24,24,24;23,26,26,26,24,24,24,24,24
9,8,9,8,11,11,10,8,8;18,17,17,15,17,14,16,11,13;3,3,3,4,4,3,5,6,4;ЮВ,ЮВ,ЮВ,ЮВ,Ю,Ю,ЮВ,ЮВ,ЮВ;8,8,9,10,12,11,14,16,15;ясно,ясно,пасмурно,ясно,ясно,пасмурно.небольшой дождь,ясно,ясно,пасмурно.небольшой дождь;752,753,754,751,746,746,747,747,746;752,754,755,755,750,746,750,750,751;61,73,73,77,59,79,73,76,80;3,2,2,2,2,1,2,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Московская область;Сергиев Посад;ерш;23,23,26,26,26,24,24,24,24;23,23,26,26,26,24,24,24,24
8,9,8,11,11,10,8,8,6;17,17,15,17,14,16,11,13,8;3,3,4,4,3,5,6,4,2;ЮВ,ЮВ,ЮВ,Ю,Ю,ЮВ,ЮВ,ЮВ,Ю;8,9,10,12,11,14,16,15,8;ясно,пасмурно,ясно,ясно,пасмурно.небольшой дождь,ясно,ясно,пасмурно.небольшой дождь,пасмурно.небольшой дождь;753,754,751,746,746,747,747,746,752;754,755,755,750,746,750,750,751,754;73,73,77,59,79,73,76,80,76;2,2,2,2,1,2,1,1,0;98,94,89,82,74,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Московская область;Сергиев Посад;ерш;23,26,26,26,24,24,24,24,24;23,26,26,26,24,24,24,24,24
9,8,9,8,11,11,10,8,8;18,17,17,15,17,14,16,11,13;3,3,3,4,4,3,5,6,4;ЮВ,ЮВ,ЮВ,ЮВ,Ю,Ю,ЮВ,ЮВ,ЮВ;8,8,9,10,12,11,14,16,15;ясно,ясно,пасмурно,ясно,ясно,пасмурно.небольшой дождь,ясно,ясно,пасмурно.небольшой дождь;752,753,754,751,746,746,747,747,746;752,754,755,755,750,746,750,750,751;61,73,73,77,59,79,73,76,80;3,2,2,2,2,1,2,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Московская область;Сергиев Посад;сазан;23,23,26,26,26,24,24,24,24;23,23,26,26,26,24,24,24,24
8,9,8,11,11,10,8,8,6;17,17,15,17,14,16,11,13,8;3,3,4,4,3,5,6,4,2;ЮВ,ЮВ,ЮВ,Ю,Ю,ЮВ,ЮВ,ЮВ,Ю;8,9,10,12,11,14,16,15,8;ясно,пасмурно,ясно,ясно,пасмурно.небольшой дождь,ясно,ясно,пасмурно.небольшой дождь,пасмурно.небольшой дождь;753,754,751,746,746,747,747,746,752;754,755,755,750,746,750,750,751,754;73,73,77,59,79,73,76,80,76;2,2,2,2,1,2,1,1,0;98,94,89,82,74,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Московская область;Сергиев Посад;сазан;23,26,26,26,24,24,24,24,24;23,26,26,26,24,24,24,24,24
9,8,9,8,11,11,10,8,8;18,17,17,15,17,14,16,11,13;3,3,3,4,4,3,5,6,4;ЮВ,ЮВ,ЮВ,ЮВ,Ю,Ю,ЮВ,ЮВ,ЮВ;8,8,9,10,12,11,14,16,15;ясно,ясно,пасмурно,ясно,ясно,пасмурно.небольшой дождь,ясно,ясно,пасмурно.небольшой дождь;752,753,754,751,746,746,747,747,746;752,754,755,755,750,746,750,750,751;61,73,73,77,59,79,73,76,80;3,2,2,2,2,1,2,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Московская область;Сергиев Посад;подуст;23,23,26,26,26,24,24,24,24;23,23,26,26,26,24,24,24,24
8,9,8,11,11,10,8,8,6;17,17,15,17,14,16,11,13,8;3,3,4,4,3,5,6,4,2;ЮВ,ЮВ,ЮВ,Ю,Ю,ЮВ,ЮВ,ЮВ,Ю;8,9,10,12,11,14,16,15,8;ясно,пасмурно,ясно,ясно,пасмурно.небольшой дождь,ясно,ясно,пасмурно.небольшой дождь,пасмурно.небольшой дождь;753,754,751,746,746,747,747,746,752;754,755,755,750,746,750,750,751,754;73,73,77,59,79,73,76,80,76;2,2,2,2,1,2,1,1,0;98,94,89,82,74,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Московская область;Сергиев Посад;подуст;23,26,26,26,24,24,24,24,24;23,26,26,26,24,24,24,24,24
9,8,9,8,11,11,10,8,8;18,17,17,15,17,14,16,11,13;3,3,3,4,4,3,5,6,4;ЮВ,ЮВ,ЮВ,ЮВ,Ю,Ю,ЮВ,ЮВ,ЮВ;8,8,9,10,12,11,14,16,15;ясно,ясно,пасмурно,ясно,ясно,пасмурно.небольшой дождь,ясно,ясно,пасмурно.небольшой дождь;752,753,754,751,746,746,747,747,746;752,754,755,755,750,746,750,750,751;61,73,73,77,59,79,73,76,80;3,2,2,2,2,1,2,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Московская область;Сергиев Посад;толстолобик;23,23,26,26,26,24,24,24,24;23,23,26,26,26,24,24,24,24
8,9,8,11,11,10,8,8,6;17,17,15,17,14,16,11,13,8;3,3,4,4,3,5,6,4,2;ЮВ,ЮВ,ЮВ,Ю,Ю,ЮВ,ЮВ,ЮВ,Ю;8,9,10,12,11,14,16,15,8;ясно,пасмурно,ясно,ясно,пасмурно.небольшой дождь,ясно,ясно,пасмурно.небольшой дождь,пасмурно.небольшой дождь;753,754,751,746,746,747,747,746,752;754,755,755,750,746,750,750,751,754;73,73,77,59,79,73,76,80,76;2,2,2,2,1,2,1,1,0;98,94,89,82,74,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Московская область;Сергиев Посад;толстолобик;23,26,26,26,24,24,24,24,24;23,26,26,26,24,24,24,24,24
9,8,9,8,11,11,10,8,8;18,17,17,15,17,14,16,11,13;3,3,3,4,4,3,5,6,4;ЮВ,ЮВ,ЮВ,ЮВ,Ю,Ю,ЮВ,ЮВ,ЮВ;8,8,9,10,12,11,14,16,15;ясно,ясно,пасмурно,ясно,ясно,пасмурно.небольшой дождь,ясно,ясно,пасмурно.небольшой дождь;752,753,754,751,746,746,747,747,746;752,754,755,755,750,746,750,750,751;61,73,73,77,59,79,73,76,80;3,2,2,2,2,1,2,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Московская область;Сергиев Посад;вобла;23,23,26,26,26,24,24,24,24;23,23,26,26,26,24,24,24,24
8,9,8,11,11,10,8,8,6;17,17,15,17,14,16,11,13,8;3,3,4,4,3,5,6,4,2;ЮВ,ЮВ,ЮВ,Ю,Ю,ЮВ,ЮВ,ЮВ,Ю;8,9,10,12,11,14,16,15,8;ясно,пасмурно,ясно,ясно,пасмурно.небольшой дождь,ясно,ясно,пасмурно.небольшой дождь,пасмурно.небольшой дождь;753,754,751,746,746,747,747,746,752;754,755,755,750,746,750,750,751,754;73,73,77,59,79,73,76,80,76;2,2,2,2,1,2,1,1,0;98,94,89,82,74,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Московская область;Сергиев Посад;вобла;23,26,26,26,24,24,24,24,24;23,26,26,26,24,24,24,24,24
7,9,9,8,11,12,10,10,9;18,17,18,16,18,16,17,11,14;2,3,2,3,3,3,5,6,4;ЮВ,В,ЮВ,ЮВ,Ю,Ю,ЮВ,ЮВ,ЮВ;9,8,8,10,11,8,12,14,13;ясно,ясно,облачно,ясно,ясно,облачно.небольшой дождь,ясно,ясно,облачно.небольшой дождь;756,758,758,756,752,750,752,752,751;757,758,760,760,755,751,755,755,756;66,72,71,75,57,70,69,75,76;3,2,2,2,2,2,2,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Московская область;Щелково;щука;23,24,24,24,24,25,25,25,25;23,24,24,24,24,25,25,25,25
6,9,9,10,12,11,12,13,10;18,18,18,14,19,15,17,14,14;2,3,3,4,4,3,3,3,4;В,В,ЮВ,ЮВ,Ю,Ю,Ю,ЮВ,ЮЗ;10,9,11,10,11,8,9,11,11;ясно,ясно,ясно,пасмурно,пасмурно.небольшой дождь,малооблачно,пасмурно,облачно.небольшой дождь,ясно;756,758,758,755,750,749,749,745,747;758,758,758,758,754,749,750,749,751;67,69,64,63,54,62,75,83,83;3,2,3,1,2,1,1,1,2;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Московская область;Щелково;щука;23,24,24,24,24,25,25,25,25;23,24,24,24,24,25,25,25,25
7,9,9,8,11,12,10,10,9;18,17,18,16,18,16,17,11,14;2,3,2,3,3,3,5,6,4;ЮВ,В,ЮВ,ЮВ,Ю,Ю,ЮВ,ЮВ,ЮВ;9,8,8,10,11,8,12,14,13;ясно,ясно,облачно,ясно,ясно,облачно.небольшой дождь,ясно,ясно,облачно.небольшой дождь;756,758,758,756,752,750,752,752,751;757,758,760,760,755,751,755,755,756;66,72,71,75,57,70,69,75,76;3,2,2,2,2,2,2,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Московская область;Щелково;судак;23,24,24,24,24,25,25,25,25;23,24,24,24,24,25,25,25,25
6,9,9,10,12,11,12,13,10;18,18,18,14,19,15,17,14,14;2,3,3,4,4,3,3,3,4;В,В,ЮВ,ЮВ,Ю,Ю,Ю,ЮВ,ЮЗ;10,9,11,10,11,8,9,11,11;ясно,ясно,ясно,пасмурно,пасмурно.небольшой дождь,малооблачно,пасмурно,облачно.небольшой дождь,ясно;756,758,758,755,750,749,749,745,747;758,758,758,758,754,749,750,749,751;67,69,64,63,54,62,75,83,83;3,2,3,1,2,1,1,1,2;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Московская область;Щелково;судак;23,24,24,24,24,25,25,25,25;23,24,24,24,24,25,25,25,25
7,9,9,8,11,12,10,10,9;18,17,18,16,18,16,17,11,14;2,3,2,3,3,3,5,6,4;ЮВ,В,ЮВ,ЮВ,Ю,Ю,ЮВ,ЮВ,ЮВ;9,8,8,10,11,8,12,14,13;ясно,ясно,облачно,ясно,ясно,облачно.небольшой дождь,ясно,ясно,облачно.небольшой дождь;756,758,758,756,752,750,752,752,751;757,758,760,760,755,751,755,755,756;66,72,71,75,57,70,69,75,76;3,2,2,2,2,2,2,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Московская область;Щелково;окунь;23,24,24,24,24,25,25,25,25;23,24,24,24,24,25,25,25,25
6,9,9,10,12,11,12,13,10;18,18,18,14,19,15,17,14,14;2,3,3,4,4,3,3,3,4;В,В,ЮВ,ЮВ,Ю,Ю,Ю,ЮВ,ЮЗ;10,9,11,10,11,8,9,11,11;ясно,ясно,ясно,пасмурно,пасмурно.небольшой дождь,малооблачно,пасмурно,облачно.небольшой дождь,ясно;756,758,758,755,750,749,749,745,747;758,758,758,758,754,749,750,749,751;67,69,64,63,54,62,75,83,83;3,2,3,1,2,1,1,1,2;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Московская область;Щелково;окунь;23,24,24,24,24,25,25,25,25;23,24,24,24,24,25,25,25,25
7,9,9,8,11,12,10,10,9;18,17,18,16,18,16,17,11,14;2,3,2,3,3,3,5,6,4;ЮВ,В,ЮВ,ЮВ,Ю,Ю,ЮВ,ЮВ,ЮВ;9,8,8,10,11,8,12,14,13;ясно,ясно,облачно,ясно,ясно,облачно.небольшой дождь,ясно,ясно,облачно.небольшой дождь;756,758,758,756,752,750,752,752,751;757,758,760,760,755,751,755,755,756;66,72,71,75,57,70,69,75,76;3,2,2,2,2,2,2,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Московская область;Щелково;берш;23,24,24,24,24,25,25,25,25;23,24,24,24,24,25,25,25,25
6,9,9,10,12,11,12,13,10;18,18,18,14,19,15,17,14,14;2,3,3,4,4,3,3,3,4;В,В,ЮВ,ЮВ,Ю,Ю,Ю,ЮВ,ЮЗ;10,9,11,10,11,8,9,11,11;ясно,ясно,ясно,пасмурно,пасмурно.небольшой дождь,малооблачно,пасмурно,облачно.небольшой дождь,ясно;756,758,758,755,750,749,749,745,747;758,758,758,758,754,749,750,749,751;67,69,64,63,54,62,75,83,83;3,2,3,1,2,1,1,1,2;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Московская область;Щелково;берш;23,24,24,24,24,25,25,25,25;23,24,24,24,24,25,25,25,25
7,9,9,8,11,12,10,10,9;18,17,18,16,18,16,17,11,14;2,3,2,3,3,3,5,6,4;ЮВ,В,ЮВ,ЮВ,Ю,Ю,ЮВ,ЮВ,ЮВ;9,8,8,10,11,8,12,14,13;ясно,ясно,облачно,ясно,ясно,облачно.небольшой дождь,ясно,ясно,облачно.небольшой дождь;756,758,758,756,752,750,752,752,751;757,758,760,760,755,751,755,755,756;66,72,71,75,57,70,69,75,76;3,2,2,2,2,2,2,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Московская область;Щелково;речная форель;36,36,36,36,36,37,41,43,45;36,36,36,36,36,37,41,43,45
6,9,9,10,12,11,12,13,10;18,18,18,14,19,15,17,14,14;2,3,3,4,4,3,3,3,4;В,В,ЮВ,ЮВ,Ю,Ю,Ю,ЮВ,ЮЗ;10,9,11,10,11,8,9,11,11;ясно,ясно,ясно,пасмурно,пасмурно.небольшой дождь,малооблачно,пасмурно,облачно.небольшой дождь,ясно;756,758,758,755,750,749,749,745,747;758,758,758,758,754,749,750,749,751;67,69,64,63,54,62,75,83,83;3,2,3,1,2,1,1,1,2;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Московская область;Щелково;речная форель;36,36,36,36,36,37,41,43,45;36,36,36,36,36,37,41,43,45
7,9,9,8,11,12,10,10,9;18,17,18,16,18,16,17,11,14;2,3,2,3,3,3,5,6,4;ЮВ,В,ЮВ,ЮВ,Ю,Ю,ЮВ,ЮВ,ЮВ;9,8,8,10,11,8,12,14,13;ясно,ясно,облачно,ясно,ясно,облачно.небольшой дождь,ясно,ясно,облачно.небольшой дождь;756,758,758,756,752,750,752,752,751;757,758,760,760,755,751,755,755,756;66,72,71,75,57,70,69,75,76;3,2,2,2,2,2,2,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Московская область;Щелково;озерная форель;23,24,24,24,24,25,25,25,25;23,24,24,24,24,25,25,25,25
6,9,9,10,12,11,12,13,10;18,18,18,14,19,15,17,14,14;2,3,3,4,4,3,3,3,4;В,В,ЮВ,ЮВ,Ю,Ю,Ю,ЮВ,ЮЗ;10,9,11,10,11,8,9,11,11;ясно,ясно,ясно,пасмурно,пасмурно.небольшой дождь,малооблачно,пасмурно,облачно.небольшой дождь,ясно;756,758,758,755,750,749,749,745,747;758,758,758,758,754,749,750,749,751;67,69,64,63,54,62,75,83,83;3,2,3,1,2,1,1,1,2;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Московская область;Щелково;озерная форель;23,24,24,24,24,25,25,25,25;23,24,24,24,24,25,25,25,25
7,9,9,8,11,12,10,10,9;18,17,18,16,18,16,17,11,14;2,3,2,3,3,3,5,6,4;ЮВ,В,ЮВ,ЮВ,Ю,Ю,ЮВ,ЮВ,ЮВ;9,8,8,10,11,8,12,14,13;ясно,ясно,облачно,ясно,ясно,облачно.небольшой дождь,ясно,ясно,облачно.небольшой дождь;756,758,758,756,752,750,752,752,751;757,758,760,760,755,751,755,755,756;66,72,71,75,57,70,69,75,76;3,2,2,2,2,2,2,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Московская область;Щелково;елец;23,24,24,24,24,25,25,25,25;23,24,24,24,24,25,25,25,25
6,9,9,10,12,11,12,13,10;18,18,18,14,19,15,17,14,14;2,3,3,4,4,3,3,3,4;В,В,ЮВ,ЮВ,Ю,Ю,Ю,ЮВ,ЮЗ;10,9,11,10,11,8,9,11,11;ясно,ясно,ясно,пасмурно,пасмурно.небольшой дождь,малооблачно,пасмурно,облачно.небольшой дождь,ясно;756,758,758,755,750,749,749,745,747;758,758,758,758,754,749,750,749,751;67,69,64,63,54,62,75,83,83;3,2,3,1,2,1,1,1,2;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Московская область;Щелково;елец;23,24,24,24,24,25,25,25,25;23,24,24,24,24,25,25,25,25
7,9,9,8,11,12,10,10,9;18,17,18,16,18,16,17,11,14;2,3,2,3,3,3,5,6,4;ЮВ,В,ЮВ,ЮВ,Ю,Ю,ЮВ,ЮВ,ЮВ;9,8,8,10,11,8,12,14,13;ясно,ясно,облачно,ясно,ясно,облачно.небольшой дождь,ясно,ясно,облачно.небольшой дождь;756,758,758,756,752,750,752,752,751;757,758,760,760,755,751,755,755,756;66,72,71,75,57,70,69,75,76;3,2,2,2,2,2,2,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Московская область;Щелково;чехонь;23,24,24,24,24,25,25,25,25;23,24,24,24,24,25,25,25,25
6,9,9,10,12,11,12,13,10;18,18,18,14,19,15,17,14,14;2,3,3,4,4,3,3,3,4;В,В,ЮВ,ЮВ,Ю,Ю,Ю,ЮВ,ЮЗ;10,9,11,10,11,8,9,11,11;ясно,ясно,ясно,пасмурно,пасмурно.небольшой дождь,малооблачно,пасмурно,облачно.небольшой дождь,ясно;756,758,758,755,750,749,749,745,747;758,758,758,758,754,749,750,749,751;67,69,64,63,54,62,75,83,83;3,2,3,1,2,1,1,1,2;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Московская область;Щелково;чехонь;23,24,24,24,24,25,25,25,25;23,24,24,24,24,25,25,25,25
7,9,9,8,11,12,10,10,9;18,17,18,16,18,16,17,11,14;2,3,2,3,3,3,5,6,4;ЮВ,В,ЮВ,ЮВ,Ю,Ю,ЮВ,ЮВ,ЮВ;9,8,8,10,11,8,12,14,13;ясно,ясно,облачно,ясно,ясно,облачно.небольшой дождь,ясно,ясно,облачно.небольшой дождь;756,758,758,756,752,750,752,752,751;757,758,760,760,755,751,755,755,756;66,72,71,75,57,70,69,75,76;3,2,2,2,2,2,2,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Московская область;Щелково;сом;23,24,24,24,24,25,25,25,25;23,24,24,24,24,25,25,25,25
6,9,9,10,12,11,12,13,10;18,18,18,14,19,15,17,14,14;2,3,3,4,4,3,3,3,4;В,В,ЮВ,ЮВ,Ю,Ю,Ю,ЮВ,ЮЗ;10,9,11,10,11,8,9,11,11;ясно,ясно,ясно,пасмурно,пасмурно.небольшой дождь,малооблачно,пасмурно,облачно.небольшой дождь,ясно;756,758,758,755,750,749,749,745,747;758,758,758,758,754,749,750,749,751;67,69,64,63,54,62,75,83,83;3,2,3,1,2,1,1,1,2;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Московская область;Щелково;сом;23,24,24,24,24,25,25,25,25;23,24,24,24,24,25,25,25,25
7,9,9,8,11,12,10,10,9;18,17,18,16,18,16,17,11,14;2,3,2,3,3,3,5,6,4;ЮВ,В,ЮВ,ЮВ,Ю,Ю,ЮВ,ЮВ,ЮВ;9,8,8,10,11,8,12,14,13;ясно,ясно,облачно,ясно,ясно,облачно.небольшой дождь,ясно,ясно,облачно.небольшой дождь;756,758,758,756,752,750,752,752,751;757,758,760,760,755,751,755,755,756;66,72,71,75,57,70,69,75,76;3,2,2,2,2,2,2,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Московская область;Щелково;голавль;23,24,24,24,24,25,25,25,25;23,24,24,24,24,25,25,25,25
6,9,9,10,12,11,12,13,10;18,18,18,14,19,15,17,14,14;2,3,3,4,4,3,3,3,4;В,В,ЮВ,ЮВ,Ю,Ю,Ю,ЮВ,ЮЗ;10,9,11,10,11,8,9,11,11;ясно,ясно,ясно,пасмурно,пасмурно.небольшой дождь,малооблачно,пасмурно,облачно.небольшой дождь,ясно;756,758,758,755,750,749,749,745,747;758,758,758,758,754,749,750,749,751;67,69,64,63,54,62,75,83,83;3,2,3,1,2,1,1,1,2;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Московская область;Щелково;голавль;23,24,24,24,24,25,25,25,25;23,24,24,24,24,25,25,25,25
7,9,9,8,11,12,10,10,9;18,17,18,16,18,16,17,11,14;2,3,2,3,3,3,5,6,4;ЮВ,В,ЮВ,ЮВ,Ю,Ю,ЮВ,ЮВ,ЮВ;9,8,8,10,11,8,12,14,13;ясно,ясно,облачно,ясно,ясно,облачно.небольшой дождь,ясно,ясно,облачно.небольшой дождь;756,758,758,756,752,750,752,752,751;757,758,760,760,755,751,755,755,756;66,72,71,75,57,70,69,75,76;3,2,2,2,2,2,2,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Московская область;Щелково;язь;23,24,24,24,24,25,25,25,25;23,24,24,24,24,25,25,25,25
6,9,9,10,12,11,12,13,10;18,18,18,14,19,15,17,14,14;2,3,3,4,4,3,3,3,4;В,В,ЮВ,ЮВ,Ю,Ю,Ю,ЮВ,ЮЗ;10,9,11,10,11,8,9,11,11;ясно,ясно,ясно,пасмурно,пасмурно.небольшой дождь,малооблачно,пасмурно,облачно.небольшой дождь,ясно;756,758,758,755,750,749,749,745,747;758,758,758,758,754,749,750,749,751;67,69,64,63,54,62,75,83,83;3,2,3,1,2,1,1,1,2;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Московская область;Щелково;язь;23,24,24,24,24,25,25,25,25;23,24,24,24,24,25,25,25,25
7,9,9,8,11,12,10,10,9;18,17,18,16,18,16,17,11,14;2,3,2,3,3,3,5,6,4;ЮВ,В,ЮВ,ЮВ,Ю,Ю,ЮВ,ЮВ,ЮВ;9,8,8,10,11,8,12,14,13;ясно,ясно,облачно,ясно,ясно,облачно.небольшой дождь,ясно,ясно,облачно.небольшой дождь;756,758,758,756,752,750,752,752,751;757,758,760,760,755,751,755,755,756;66,72,71,75,57,70,69,75,76;3,2,2,2,2,2,2,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Московская область;Щелково;карп;23,24,24,24,24,25,25,25,25;23,24,24,24,24,25,25,25,25
